monitorID,longitude,latitude,elevation,timezone,countryCode,stateCode,siteName,agencyName,countyName,msaName,monitorType,siteID,instrumentID,aqsID,pwfslID,pwfslDataIngestSource,telemetryAggregator,telemetryUnitID
120570112_01,-82.419835,27.779712,NA,America/New_York,US,FL,APOLLO BEACH,Hillsborough County - Tampa ,Hillsborough,NA,NA,120570112,01,120570112,NA,AIRNOW,NA,NA
261630033_01,-83.15,42.3075,390,America/Detroit,US,MI,DEARBORN,"Michigan Department of Environment, Great Lakes, and Energy",Wayne,"Detroit-Warren-Livonia, MI",NA,261630033,01,261630033,NA,AIRNOW,NA,NA
271230871_01,-93.0356,44.9594,NA,America/Chicago,US,MN,St. Paul-Harding H.S.,Minnesota Pollution Control Agency,Ramsey,"Minneapolis-St. Paul-Bloomington, MN-WI",NA,271230871,01,271230871,NA,AIRNOW,NA,NA
191390019_01,-91.0684,41.4014,NA,America/Chicago,US,IA,"Muscatine, High School East Campus",Iowa DNR,Muscatine,NA,NA,191390019,01,191390019,NA,AIRNOW,NA,NA
391530017_01,-81.468956,41.063526,NA,America/New_York,US,OH,East High School,Ohio EPA-DAPC,Summit,"Akron, OH",NA,391530017,01,391530017,NA,AIRNOW,NA,NA
420450002_01,-75.3725,39.8356,NA,America/New_York,US,PA,Chester,Pennsylvania Dept. of Environmental Protection,Delaware,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",NA,420450002,01,420450002,NA,AIRNOW,NA,NA
210670012_01,-84.5,38.065,NA,America/New_York,US,KY,NEWTWN,Kentucky DEP,Fayette,"Lexington-Fayette, KY",NA,210670012,01,210670012,NA,AIRNOW,NA,NA
450190049_01,-79.959,32.791,4,America/New_York,US,SC,Charleston Public Works,South Carolina DHEC,Charleston,"Charleston-North Charleston, SC",NA,450190049,01,450190049,NA,AIRNOW,NA,NA
060130002_01,-122.025,37.9383,NA,America/Los_Angeles,US,CA,Concord,San Francisco Bay Area AQMD,Contra Costa,"San Francisco-Oakland-Fremont, CA",NA,060130002,01,060130002,NA,AIRNOW,NA,NA
060250005_01,-115.48307,32.67618,NA,America/Los_Angeles,US,CA,Calexico - Ethel Street,California Air Resources Board,Imperial,"El Centro, CA",NA,060250005,01,060250005,NA,AIRNOW,NA,NA
060210003_01,-122.190834,39.53387,14,America/Los_Angeles,US,CA,Willows-Colusa,California Air Resources Board,Glenn,NA,NA,060210003,01,060210003,NA,AIRNOW,NA,NA
000020401_01,-62.5828,46.3864,15,America/Halifax,CA,PE,SOUTHAMPTON,Environment Canada,Prince Edward Island,NA,NA,000020401,01,000020401,NA,AIRNOW,NA,NA
000091301_01,-115.1906,53.37,NA,America/Edmonton,CA,AB,Tomahawk,Alberta Environmental Monitoring and Reporting Agency (AEMERA),Alberta,NA,NA,000091301,01,000091301,NA,AIRNOW,NA,NA
350011013_01,-106.603897,35.187801,1524,America/Denver,US,NM,North Valley,Albuquerque Environmental Health Department,Bernalillo,"Albuquerque, NM",NA,350011013,01,350011013,NA,AIRNOW,NA,NA
530330031_01,-122.148397,47.600863,92,America/Los_Angeles,US,WA,Bellevue-SE 12th,Washington Department of Ecology,King,NA,NA,530330031,01,530330031,NA,AIRNOW,NA,NA
840530330047_01,-122.2233,47.2814,32,America/Los_Angeles,US,WA,Auburn 29th St,Washington Department of Ecology,King,NA,NA,840530330047,01,840530330047,NA,AIRNOW,NA,NA
401091037_01,-97.472198,35.612801,NA,America/Chicago,US,OK,North OKC,Oklahoma Department of Environmental Quality,Oklahoma,"Oklahoma City, OK",NA,401091037,01,401091037,NA,AIRNOW,NA,NA
350490021_01,-106.0797,35.6198,1931,America/Denver,US,NM,Santa Fe Airport,New Mexico Air Quality Bureau,Santa Fe,"Santa Fe, NM",NA,350490021,01,350490021,NA,AIRNOW,NA,NA
080310027_01,-105.015313,39.732144,1589,America/Denver,US,CO,I25 Denver,Colorado Department of Public Health and Environment,Denver,"Denver-Aurora, CO",NA,080310027,01,080310027,NA,AIRNOW,NA,NA
390933002_01,-82.114261,41.463071,299,America/New_York,US,OH,Barr School,Ohio EPA-DAPC,Lorain,"Cleveland-Elyria-Mentor, OH",NA,390933002,01,390933002,NA,AIRNOW,NA,NA
840421310010_01,-75.95774,41.605244,NA,America/New_York,US,PA,Tunkhannock,Pennsylvania Dept. of Environmental Protection,Wyoming,NA,NA,840421310010,01,840421310010,NA,AIRNOW,NA,NA
191032001_01,-91.503471,41.658195,NA,America/Chicago,US,IA,"Iowa City, Hoover School",Iowa DNR,Johnson,"Iowa City, IA",NA,191032001,01,191032001,NA,AIRNOW,NA,NA
550270001_01,-88.621109,43.46611,286,America/Chicago,US,WI,Horicon Wildlife Area,Wisconsin Dept. of Natural Resources,Dodge,NA,NA,550270001,01,550270001,NA,AIRNOW,NA,NA
330090010_01,-72.309499,43.629605,178,America/New_York,US,NH,Lebanon,New Hampshire Dept. of Environmental Services,Grafton,"Lebanon, NH-VT",NA,330090010,01,330090010,NA,AIRNOW,NA,NA
550630012_01,-91.225,43.7781,210,America/Chicago,US,WI,LACROSSE DOT,Wisconsin Dept. of Natural Resources,La Crosse,"La Crosse, WI-MN",NA,550630012,01,550630012,NA,AIRNOW,NA,NA
530251002_01,-119.2726,47.1303,99,America/Los_Angeles,US,WA,Moses Lake-Balsam St,Washington Department of Ecology,Grant,"Moses Lake, WA",NA,530251002,01,530251002,NA,AIRNOW,NA,NA
380650002_01,-101.4281,47.1858,697,America/North_Dakota/Center,US,ND,Hannover,North Dakota Department of Health,Oliver,NA,NA,380650002,01,380650002,NA,AIRNOW,NA,NA
410650007_01,-121.203387,45.602419,86,America/Los_Angeles,US,OR,The Dalles - Cherry Heights,Oregon Dept. of Environmental Quality,Wasco,"City of The Dalles, OR",NA,410650007,01,410650007,NA,AIRNOW,NA,NA
060570005_01,-121.055603,39.234402,NA,America/Los_Angeles,US,CA,Grass Valley,Northern Sierra AQMD,Nevada,"Truckee-Grass Valley, CA",NA,060570005,01,060570005,NA,AIRNOW,NA,NA
271713201_01,-93.6686,45.2108,NA,America/Chicago,US,MN,St. Michael,Minnesota Pollution Control Agency,Wright,"Minneapolis-St. Paul-Bloomington, MN-WI",NA,271713201,01,271713201,NA,AIRNOW,NA,NA
090031003_01,-72.6297,41.7847,15,America/New_York,US,CT,East Hartford,Connecticut Dept. of Energy and Environmental Protection,Hartford,"Hartford-West Hartford-East Hartford, CT",NA,090031003,01,090031003,NA,AIRNOW,NA,NA
090010010_01,-73.195297,41.171398,7,America/New_York,US,CT,Bridgeport,Connecticut Dept. of Energy and Environmental Protection,Fairfield,"Bridgeport-Stamford-Norwalk, CT",NA,090010010,01,090010010,NA,AIRNOW,NA,NA
090090027_01,-72.902685,41.301288,NA,America/New_York,US,CT,New Haven - Criscuolo Park,Connecticut Dept. of Energy and Environmental Protection,New Haven,"New Haven-Milford, CT",NA,090090027,01,090090027,NA,AIRNOW,NA,NA
220630002_01,-90.8114,30.315,NA,America/Chicago,US,LA,French Settlement,Louisiana Department of Environmental Quality,Livingston,"Baton Rouge, LA",NA,220630002,01,220630002,NA,AIRNOW,NA,NA
410350004_01,-121.731369,42.190296,1244,America/Los_Angeles,US,OR,Klamath Falls - Peterson School,Oregon Dept. of Environmental Quality,Klamath,"Klamath Falls, OR",NA,410350004,01,410350004,NA,AIRNOW,NA,NA
840172010118_01,-89.08917,42.267002,NA,America/Chicago,US,IL,Rockford,Illinois EPA,Winnebago,"Rockford, IL",NA,840172010118,01,840172010118,NA,AIRNOW,NA,NA
261630099_01,-83.129431,42.295824,NA,America/Detroit,US,MI,TRINITY (GHIB),"Michigan Department of Environment, Great Lakes, and Energy",Wayne,"Detroit-Warren-Livonia, MI",NA,261630099,01,261630099,NA,AIRNOW,NA,NA
250154002_01,-72.334396,42.298302,NA,America/New_York,US,MA,WARE,Massachusetts Dept. of Environmental Protection,Hampshire,"Springfield, MA",NA,250154002,01,250154002,NA,AIRNOW,NA,NA
000060204_01,-83.0433,42.3144,NA,America/Detroit,CA,ON,Windsor Downtown,Ontario Ministry of the Environment,Ontario,NA,NA,000060204,01,000060204,NA,AIRNOW,NA,NA
840250251004_01,-71.026111,42.387222,NA,America/New_York,US,MA,Chelsea HP,Massachusetts Dept. of Environmental Protection,Suffolk,NA,NA,840250251004,01,840250251004,NA,AIRNOW,NA,NA
550410007_01,-88.81,45.5639,NA,America/Chicago,US,WI,POTAWATOMI,Wisconsin Dept. of Natural Resources,Forest,NA,NA,550410007,01,550410007,NA,AIRNOW,NA,NA
000030310_01,-60.1728,46.1425,40,America/Glace_Bay,CA,NS,SYDNEY,Environment Canada,Nova Scotia,NA,NA,000030310,01,000030310,NA,AIRNOW,NA,NA
000091901_01,-114.7,51.95,NA,America/Edmonton,CA,AB,Caroline,Alberta Environmental Monitoring and Reporting Agency (AEMERA),Alberta,NA,NA,000091901,01,000091901,NA,AIRNOW,NA,NA
260770008_01,-85.5419,42.2781,390,America/Detroit,US,MI,KALAMAZOO,"Michigan Department of Environment, Great Lakes, and Energy",Kalamazoo,"Kalamazoo-Portage, MI",NA,260770008,01,260770008,NA,AIRNOW,NA,NA
270834210_01,-95.835,44.4572,NA,America/Chicago,US,MN,Marshall,Minnesota Pollution Control Agency,Lyon,"Marshall, MN",NA,270834210,01,270834210,NA,AIRNOW,NA,NA
121275002_01,-81.0531,29.2069,NA,America/New_York,US,FL,Blind Services; 1185-A Dunn Ave,Florida Dept. of Environmental Protection,Volusia,"Deltona-Daytona Beach-Ormond Beach, FL",NA,121275002,01,121275002,NA,AIRNOW,NA,NA
370630015_01,-78.904037,36.032955,118,America/New_York,US,NC,Durham Armory,North Carolina DEQ - Division of Air Quality,Durham,"Durham, NC",NA,370630015,01,370630015,NA,AIRNOW,NA,NA
100051002_01,-75.6131,38.6444,NA,America/New_York,US,DE,SEAFORD,Delaware Dept. of Natural Resources and Environment,Sussex,"Seaford, DE",NA,100051002,01,100051002,NA,AIRNOW,NA,NA
840420750101_01,-76.394788,40.338516,44,America/New_York,US,PA,Lebanon,Pennsylvania Dept. of Environmental Protection,Lebanon,NA,NA,840420750101,01,840420750101,NA,AIRNOW,NA,NA
80011G013_01,-101.20485,20.558153,500,America/Mexico_City,MX,GJ,Estación DIF,Secretaría de Medio Ambiente y Ordenamiento Territorial,Guanajuato,NA,NA,80011G013,01,80011G013,NA,AIRNOW,NA,NA
470931013_01,-83.9306,35.9803,NA,America/New_York,US,TN,AIR LAB,Knox County Dept. of Air Quality Management ,Knox,"Knoxville, TN",NA,470931013,01,470931013,NA,AIRNOW,NA,NA
484530014_01,-97.760002,30.3542,256,America/Chicago,US,TX,Austin North Hills Drive C3,Texas Commission on Environmental Quality,Travis,"Austin-Round Rock, TX",NA,484530014,01,484530014,NA,AIRNOW,NA,NA
471450004_01,-84.5439,35.9386,NA,America/New_York,US,TN,Harriman,Tennessee Air Pollution Control Div.,Roane,"Harriman, TN",NA,471450004,01,471450004,NA,AIRNOW,NA,NA
350130022_01,-106.6828,31.7878,1281,America/Denver,US,NM,Santa Teresa,New Mexico Air Quality Bureau,Dona Ana,"Las Cruces, NM",NA,350130022,01,350130022,NA,AIRNOW,NA,NA
170314007_01,-87.8631,42.0603,NA,America/Chicago,US,IL,DESPLNS,Illinois EPA,Cook,"Chicago-Naperville-Joliet, IL-IN-WI",NA,170314007,01,170314007,NA,AIRNOW,NA,NA
420692006_01,-75.6231,41.4428,NA,America/New_York,US,PA,Scranton,Pennsylvania Dept. of Environmental Protection,Lackawanna,"Scranton--Wilkes-Barre, PA",NA,420692006,01,420692006,NA,AIRNOW,NA,NA
160270002_01,-116.562676,43.58031,NA,America/Boise,US,ID,Nampa Fire Station,Idaho Department of Environmental Quality,Canyon,"Boise City-Nampa, ID",NA,160270002,01,160270002,NA,AIRNOW,NA,NA
360470118_01,-73.928596,40.694401,NA,America/New_York,US,NY,Bklyn - PS274,New York Dept. of Environmental Conservation,Kings,"New York-Northern New Jersey-Long Island, NY-NJ-PA",NA,360470118,01,360470118,NA,AIRNOW,NA,NA
500070014_01,-73.210297,44.476101,63,America/New_York,US,VT,Burlington,Vermont Air Quality & Climate Division,Chittenden,"Burlington-South Burlington, VT",NA,500070014,01,500070014,NA,AIRNOW,NA,NA
300490026_01,-112.0131,46.6588,1140,America/Denver,US,MT,Rossiter Pump House,Montana DEQ,Lewis And Clark,"Helena, MT",NA,300490026,01,300490026,NA,AIRNOW,NA,NA
320030024_01,-114.050347,36.815897,NA,America/Los_Angeles,US,NV,Virgin Valley,Clark County Department of Environment and Sustainability ,Clark,NA,NA,320030024,01,320030024,NA,AIRNOW,NA,NA
483750320_01,-101.9083,35.2006,1123,America/Chicago,US,TX,Amarillo Texas A&M C320,Texas Commission on Environmental Quality,Potter,"Amarillo, TX",NA,483750320,01,483750320,NA,AIRNOW,NA,NA
000040207_01,-66.0803,45.2536,55,America/Moncton,CA,NB,SAINT JOHN WEST,Environment Canada,New Brunswick,NA,NA,000040207,01,000040207,NA,AIRNOW,NA,NA
490353006_01,-111.871696,40.733501,1315,America/Denver,US,UT,Hawthorne,Utah Department of Environmental Quality,Salt Lake,"Salt Lake City, UT",NA,490353006,01,490353006,NA,AIRNOW,NA,NA
211111041_01,-85.82675,38.23158,NA,America/New_York,US,KY,Algonquin Parkway,Louisville Metro Air Pollution Control District ,Jefferson,"Louisville, KY-IN",NA,211111041,01,211111041,NA,AIRNOW,NA,NA
060371302_01,-118.205,33.9014,28,America/Los_Angeles,US,CA,Compton,South Coast AQMD,Los Angeles,"Los Angeles-Long Beach-Santa Ana, CA",NA,060371302,01,060371302,NA,AIRNOW,NA,NA
000061201_01,-74.7394,45.0294,NA,America/Toronto,CA,ON,Cornwall,Ontario Ministry of the Environment,Ontario,NA,NA,000061201,01,000061201,NA,AIRNOW,NA,NA
124000060445_01,-79.38908,43.64543,85,America/Toronto,CA,ON,Toronto Downtown,Ontario Ministry of the Environment,NA,NA,NA,124000060445,01,124000060445,NA,AIRNOW,NA,NA
530332004_01,-122.230202,47.386101,13,America/Los_Angeles,US,WA,Kent-James & Central,Washington Department of Ecology,King,"Seattle-Tacoma-Bellevue, WA",NA,530332004,01,530332004,NA,AIRNOW,NA,NA
530210002_01,-119.0021,46.5754,224,America/Los_Angeles,US,WA,Mesa-Pepoit Way (temp SO),Washington Department of Ecology,Franklin,"Kennewick-Richland-Pasco, WA",NA,530210002,01,530210002,NA,AIRNOW,NA,NA
060773005_01,-121.4406,37.6825,NA,America/Los_Angeles,US,CA,TracyAP,San Joaquin Valley Unified APCD,San Joaquin,"Stockton, CA",NA,060773005,01,060773005,NA,AIRNOW,NA,NA
840560130004_01,-108.363703,43.024214,1501,America/Denver,US,WY,Riverton Mobile,Wyoming Department of Environmental Quality,Fremont,"Riverton, WY",NA,840560130004,01,840560130004,NA,AIRNOW,NA,NA
060670015_01,-121.503728,38.593328,NA,America/Los_Angeles,US,CA,Bercut Dr,Sacramento Metro. AQMD,Sacramento,"Sacramento--Arden-Arcade--Roseville, CA",NA,060670015,01,060670015,NA,AIRNOW,NA,NA
370670022_01,-80.2267,36.1106,282,America/New_York,US,NC,HATTIEAVEN,Forsyth County Office of Environmental Assistance and Protection,Forsyth,"Winston-Salem, NC",NA,370670022,01,370670022,NA,AIRNOW,NA,NA
191770006_01,-92.006104,40.693298,NA,America/Chicago,US,IA,Lake Sugema,Iowa DNR,Van Buren,NA,NA,191770006,01,191770006,NA,AIRNOW,NA,NA
171613002_01,-90.5172,41.5144,NA,America/Chicago,US,IL,ROCK_IS,Illinois EPA,Rock Island,"Davenport-Moline-Rock Island, IA-IL",NA,171613002,01,171613002,NA,AIRNOW,NA,NA
421010076_01,-75.207205,39.988842,NA,America/New_York,US,PA,MON,Philadelphia Air Management Services,Philadelphia,NA,NA,421010076,01,421010076,NA,AIRNOW,NA,NA
060072002_01,-121.59135,39.77919,NA,America/Los_Angeles,US,CA,Paradise Theater,California Air Resources Board,Butte,NA,NA,060072002,01,060072002,NA,AIRNOW,NA,NA
180970087_01,-86.13088,39.787933,NA,America/Indiana/Indianapolis,US,IN,Indpls - I-70 E,Indiana Dept. of Environmental Management,Marion,"Indianapolis, IN",NA,180970087,01,180970087,NA,AIRNOW,NA,NA
060731014_01,-116.929486,32.579361,185,America/Los_Angeles,US,CA,Otay Mesa - Donovan,San Diego APCD,San Diego,"San Diego-Carlsbad-San Marcos, CA",NA,060731014,01,060731014,NA,AIRNOW,NA,NA
000051501_01,-72.66,46.0419,53,America/New_York,CA,QC,Saint-Zéphirin-de-Courval,Canada-Quebec1,Quebec,NA,NA,000051501,01,000051501,NA,AIRNOW,NA,NA
160090011_01,-116.885902,47.3386,828,America/Los_Angeles,US,ID,Plummer CDA Tribe,Idaho Department of Environmental Quality,Benewah,NA,NA,160090011,01,160090011,NA,AIRNOW,NA,NA
360310003_01,-73.9017,44.3647,NA,America/New_York,US,NY,Whiteface Mtn,New York Dept. of Environmental Conservation,Essex,NA,NA,360310003,01,360310003,NA,AIRNOW,NA,NA
060452002_01,-123.35872,39.39861,427,America/Los_Angeles,US,CA,Willits Unified School District,Mendocino County AQMD,Mendocino,"Ukiah, CA",NA,060452002,01,060452002,NA,AIRNOW,NA,NA
061130004_01,-121.7734,38.53455,NA,America/Los_Angeles,US,CA,Davis - UCD Campus,California Air Resources Board,Yolo,"Sacramento--Arden-Arcade--Roseville, CA",NA,061130004,01,061130004,NA,AIRNOW,NA,NA
840080290007_01,-107.6022,38.8763,NA,America/Denver,US,CO,Paonia,Bureau of Land Management - Colorado,Delta,NA,NA,840080290007,01,840080290007,NA,AIRNOW,NA,NA
060070008_01,-121.84047,39.76168,63,America/Los_Angeles,US,CA,Chico -  East,California Air Resources Board,Butte,NA,NA,060070008,01,060070008,NA,AIRNOW,NA,NA
000030113_01,-63.574,44.647,29,America/Halifax,CA,NS,JOHNSTON BUILDING -,Environment Canada,Nova Scotia,NA,NA,000030113,01,000030113,NA,AIRNOW,NA,NA
000041302_01,-65.6333,47.6094,30,America/Moncton,CA,NB,BATHURST,Environment Canada,New Brunswick,NA,NA,000041302,01,000041302,NA,AIRNOW,NA,NA
000041501_01,-68.322302,47.363195,NA,America/Moncton,CA,NA,EDMUNDSTON QUEEN ST.,Environment Canada,New Brunswick,NA,NA,000041501,01,000041501,NA,AIRNOW,NA,NA
320310025_01,-119.739606,39.399841,NA,America/Los_Angeles,US,NV,Toll,Washoe County Health District Air Quality Management Division,Washoe,"Reno-Sparks, NV",NA,320310025,01,320310025,NA,AIRNOW,NA,NA
000090222_01,-114.1403,51.0814,NA,America/Edmonton,CA,AB,Calgary Northwest,Alberta Environmental Monitoring and Reporting Agency (AEMERA),Alberta,NA,NA,000090222,01,000090222,NA,AIRNOW,NA,NA
060271023_01,-118.4167,37.3667,1289,America/Los_Angeles,US,CA,Bishop Paiute Tribe-CA,Bishop Paiute Tribe,Inyo,"Bishop, CA",NA,060271023,01,060271023,NA,AIRNOW,NA,NA
550870009_01,-88.3956,44.3069,NA,America/Chicago,US,WI,APPLETON AAL,Wisconsin Dept. of Natural Resources,Outagamie,"Appleton, WI",NA,550870009,01,550870009,NA,AIRNOW,NA,NA
550790010_01,-87.9333,43.0178,NA,America/Chicago,US,WI,MILWAUKEE 16TH ST,Wisconsin Dept. of Natural Resources,Milwaukee,"Milwaukee-Waukesha-West Allis, WI",NA,550790010,01,550790010,NA,AIRNOW,NA,NA
800090171_01,-99.1195,19.4246,2246,America/Mexico_City,MX,DF,Merced,Red de Monitoreo de la Calidad del Aire de la Ciudad de Mexico,Distrito Federal,NA,NA,800090171,01,800090171,NA,AIRNOW,NA,NA
131850003_01,-83.2933,30.8486,70,America/New_York,US,GA,Valdosta,Georgia Department of Natural Resources,Lowndes,"Valdosta, GA",NA,131850003,01,131850003,NA,AIRNOW,NA,NA
060192009_01,-120.3822,36.6324,NA,America/Los_Angeles,US,CA,Tranquillity,San Joaquin Valley Unified APCD,Fresno,NA,NA,060192009,01,060192009,NA,AIRNOW,NA,NA
060610006_01,-121.26498,38.74643,NA,America/Los_Angeles,US,CA,Roseville - N.Sunrise/Douglas,California Air Resources Board,Placer,"Sacramento--Arden-Arcade--Roseville, CA",NA,060610006,01,060610006,NA,AIRNOW,NA,NA
290370003_01,-94.57983,38.75961,314,America/Chicago,US,MO,RG_SOUTH,Missouri Department of Natural Resources,Cass,"Kansas City, MO-KS",NA,290370003,01,290370003,NA,AIRNOW,NA,NA
200910010_01,-94.7464,38.8386,NA,America/Chicago,US,KS,Heritage Park,Kansas Dept. of Health and Environment,Johnson,"Kansas City, MO-KS",NA,200910010,01,200910010,NA,AIRNOW,NA,NA
550590019_01,-87.8111,42.5047,NA,America/Chicago,US,WI,CHIWAUKEE,Wisconsin Dept. of Natural Resources,Kenosha,"Chicago-Naperville-Joliet, IL-IN-WI",NA,550590019,01,550590019,NA,AIRNOW,NA,NA
160291009_01,-111.61472,42.65167,NA,America/Boise,US,ID,Soda Springs PM25,Idaho Department of Environmental Quality,Caribou,NA,NA,160291009,01,160291009,NA,AIRNOW,NA,NA
260650018_01,-84.562867,42.76138,NA,America/Detroit,US,MI,LANSING - FILLEY ST,"Michigan Department of Environment, Great Lakes, and Energy",Ingham,"Lansing-East Lansing, MI",NA,260650018,01,260650018,NA,AIRNOW,NA,NA
060392010_01,-120.0341,36.9533,NA,America/Los_Angeles,US,CA,Madera-City,San Joaquin Valley Unified APCD,Madera,"Madera, CA",NA,060392010,01,060392010,NA,AIRNOW,NA,NA
060879990_01,-122.057206,37.067003,NA,America/Los_Angeles,US,CA,Zayante Fire Station,Monterey Bay Unified APCD,Santa Cruz,"Santa Cruz-Watsonville, CA",NA,060879990,01,060879990,NA,AIRNOW,NA,NA
160850002_01,-116.1065,44.890197,NA,America/Boise,US,ID,McCall,Idaho Department of Environmental Quality,Valley,NA,NA,160850002,01,160850002,NA,AIRNOW,NA,NA
270530962_01,-93.2551,44.9653,NA,America/Chicago,US,MN,Minneapolis-Near Road,Minnesota Pollution Control Agency,Hennepin,"Minneapolis-St. Paul-Bloomington, MN-WI",NA,270530962,01,270530962,NA,AIRNOW,NA,NA
840530470016_01,-120.105116,48.354124,NA,America/Los_Angeles,US,WA,Twisp-Ewell St,Washington Department of Ecology,Okanogan,NA,NA,840530470016,01,840530470016,NA,AIRNOW,NA,NA
000100308_01,-123.492798,48.432899,NA,America/Vancouver,CA,BC,Colwood City Hall,British Columbia Ministry of Environment,British Columbia,NA,NA,000100308,01,000100308,NA,AIRNOW,NA,NA
000104804_01,-123.717307,48.786114,NA,America/Vancouver,CA,BC,Duncan 4804,British Columbia Ministry of Environment,British Columbia,NA,NA,000104804,01,000104804,NA,AIRNOW,NA,NA
120210004_01,-81.72,26.2992,NA,America/New_York,US,FL,Laurel Oaks Elementary,Florida Dept. of Environmental Protection,Collier,"Naples-Marco Island, FL",NA,120210004,01,120210004,NA,AIRNOW,NA,NA
060832011_01,-119.827797,34.445301,NA,America/Los_Angeles,US,CA,Goleta,Santa Barbara County Air Pollution Control District,Santa Barbara,"Santa Barbara-Santa Maria, CA",NA,060832011,01,060832011,NA,AIRNOW,NA,NA
150012023_01,-155.102036,19.555445,NA,Pacific/Honolulu,US,HI,Mountain View,Hawaii State Dept. of Health,Hawaii,NA,NA,150012023,01,150012023,NA,AIRNOW,NA,NA
840060374010_01,-118.363036,34.181977,198,America/Los_Angeles,US,CA,North Holywood,South Coast AQMD,Los Angeles,"Los Angeles-Long Beach-Santa Ana, CA",NA,840060374010,01,840060374010,NA,AIRNOW,NA,NA
400190297_01,-97.474197,34.256901,293,America/Chicago,US,OK,Healdton,Oklahoma Department of Environmental Quality,Carter,"Ardmore, OK",NA,400190297,01,400190297,NA,AIRNOW,NA,NA
295100007_01,-90.263611,38.5425,138,America/Chicago,US,IL,BROADWAY (South),Missouri Department of Natural Resources,St. Louis (City),"St. Louis, MO-IL",NA,295100007,01,295100007,NA,AIRNOW,NA,NA
061131003_01,-121.7278,38.6619,NA,America/Los_Angeles,US,CA,Woodland,Yolo-Solano AQMD,Yolo,"Sacramento--Arden-Arcade--Roseville, CA",NA,061131003,01,061131003,NA,AIRNOW,NA,NA
060670012_01,-121.164457,38.683304,102,America/Los_Angeles,US,CA,Folsom,Sacramento Metro. AQMD,Sacramento,"Sacramento--Arden-Arcade--Roseville, CA",NA,060670012,01,060670012,NA,AIRNOW,NA,NA
250036001_01,-73.110414,42.702223,NA,America/New_York,US,MA,NorthAdams,Massachusetts Dept. of Environmental Protection,Berkshire,NA,NA,250036001,01,250036001,NA,AIRNOW,NA,NA
410610123_01,-118.0778,45.3235,844,America/Los_Angeles,US,OR,La Grande Hall & N Sts,Oregon Dept. of Environmental Quality,Union,"La Grande, OR",NA,410610123,01,410610123,NA,AIRNOW,NA,NA
060710005_01,-117.272275,34.243132,1388,America/Los_Angeles,US,CA,Crestline - Lake Gregory,South Coast AQMD,San Bernardino,"Riverside-San Bernardino-Ontario, CA",NA,060710005,01,060710005,NA,AIRNOW,NA,NA
470654002_01,-85.2931,35.0508,NA,America/New_York,US,TN,Riverside,Chattanooga-Hamilton County Air Pollution Control Bureau,Hamilton,"Chattanooga, TN-GA",NA,470654002,01,470654002,NA,AIRNOW,NA,NA
061070009_01,-118.826897,36.489399,610,America/Los_Angeles,US,CA,Sequoia and Kings Canyon - Ash Mountain,National Park Service,Tulare,"Visalia-Porterville, CA",NA,061070009,01,061070009,NA,AIRNOW,NA,NA
171191007_01,-90.1397,38.7045,NA,America/Chicago,US,IL,GC_MAD,Illinois EPA,Madison,"St. Louis, MO-IL",NA,171191007,01,171191007,NA,AIRNOW,NA,NA
420070014_01,-80.316704,40.747799,NA,America/New_York,US,PA,Beaver Falls,Pennsylvania Dept. of Environmental Protection,Beaver,"Pittsburgh, PA",NA,420070014,01,420070014,NA,AIRNOW,NA,NA
840250030008_01,-73.238776,42.453035,NA,America/New_York,US,MA,PittsfieldES,Massachusetts Dept. of Environmental Protection,Berkshire,NA,NA,840250030008,01,840250030008,NA,AIRNOW,NA,NA
000063301_01,-78.9314,45.2211,NA,America/Toronto,CA,ON,Dorset,Ontario Ministry of the Environment,Ontario,NA,NA,000063301,01,000063301,NA,AIRNOW,NA,NA
410670005_01,-122.7455,45.39916,NA,America/Los_Angeles,US,OR,Portland Near Road,Oregon Dept. of Environmental Quality,Washington,"Portland-Vancouver-Beaverton, OR-WA",NA,410670005,01,410670005,NA,AIRNOW,NA,NA
000062001_01,-79.4453,46.3175,NA,America/Toronto,CA,ON,North Bay,Ontario Ministry of the Environment,Ontario,NA,NA,000062001,01,000062001,NA,AIRNOW,NA,NA
000065801_01,-82.2086,42.4033,15,America/Toronto,CA,ON,Chatham,Ontario Ministry of the Environment,Ontario,NA,NA,000065801,01,000065801,NA,AIRNOW,NA,NA
516500008_01,-76.386948,37.103683,4,America/New_York,US,VA,HAMPTON,Virginia Dept. of Environmental Quality,Hampton,"Virginia Beach-Norfolk-Newport News, VA-NC",NA,516500008,01,516500008,NA,AIRNOW,NA,NA
132450091_01,-82.0219,33.4333,46,America/New_York,US,GA,Augusta,Georgia Department of Natural Resources,Richmond,"Augusta-Richmond County, GA-SC",NA,132450091,01,132450091,NA,AIRNOW,NA,NA
061072010_01,-119.055,36.0319,NA,America/Los_Angeles,US,CA,Porterville-NFS,San Joaquin Valley Unified APCD,Tulare,NA,NA,061072010,01,061072010,NA,AIRNOW,NA,NA
390610006_01,-84.36612,39.2787,299,America/New_York,US,OH,Sycamore,Ohio EPA-DAPC,Hamilton,"Cincinnati-Middletown, OH-KY-IN",NA,390610006,01,390610006,NA,AIRNOW,NA,NA
840410170123_01,-121.294068,44.054661,1114,America/Los_Angeles,US,OR,Bend NE 8th & Emerson,Oregon Dept. of Environmental Quality,Deschutes,NA,NA,840410170123,01,840410170123,NA,AIRNOW,NA,NA
